poll_info,year,state,Obama,Romney,Undecided,Other,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation,days_to_election,poll_key,Trump,Clinton,Johnson,McMullin
2012-new-york-president-romney-vs-obama,2012,new-york,60,35,5,NA,13492,Siena,2012-04-01,2012-04-04,Registered Voters,808,Live Phone,Nonpartisan,None,216,2012_13492_new-york,NA,NA,NA,NA
2012-new-york-president-romney-vs-obama,2012,new-york,56,33,10,2,13439,Quinnipiac,2012-03-28,2012-04-02,Registered Voters,1597,Live Phone,Nonpartisan,None,218,2012_13439_new-york,NA,NA,NA,NA
2012-new-york-president-romney-vs-obama,2012,new-york,60,34,6,NA,13321,Siena,2012-02-26,2012-02-29,Registered Voters,808,Live Phone,Nonpartisan,None,251,2012_13321_new-york,NA,NA,NA,NA
2012-new-york-president-romney-vs-obama,2012,new-york,52,35,7,2,13146,Quinnipiac,2012-02-08,2012-02-13,Registered Voters,1233,Live Phone,Nonpartisan,None,267,2012_13146_new-york,NA,NA,NA,NA
2012-new-york-president-romney-vs-obama,2012,new-york,63,31,6,NA,13322,Siena,2012-01-29,2012-02-01,Registered Voters,807,Live Phone,Nonpartisan,None,279,2012_13322_new-york,NA,NA,NA,NA
2012-new-york-president-romney-vs-obama,2012,new-york,58,35,7,NA,13455,Marist,2012-01-18,2012-01-19,Registered Voters,554,Live Phone,Nonpartisan,None,292,2012_13455_new-york,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,53,41,4,2,16587,YouGov,2012-10-31,2012-11-03,Likely Voters,987,Internet,Nonpartisan,None,3,2012_16587_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,51,41,8,NA,16213,Philadelphia Inquirer/National Research (R)/GSG (D),2012-10-23,2012-10-25,Likely Voters,601,Live Phone,Nonpartisan,None,12,2012_16213_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,54,40,4,2,15975,SurveyUSA,2012-10-17,2012-10-18,Registered Voters,577,IVR/Online,Nonpartisan,None,19,2012_15975_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,53,38,NA,NA,15982,Stockton,2012-10-12,2012-10-18,Likely Voters,811,Live Phone,Nonpartisan,None,19,2012_15982_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,48,41,NA,NA,15870,Neighborhood (R-AFP),2012-10-10,2012-10-14,Likely Voters,783,Live Phone,Sponsor,Rep,23,2012_15870_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,51,43,5,1,15819,Quinnipiac,2012-10-10,2012-10-14,Likely Voters,1319,Live Phone,Nonpartisan,None,23,2012_15819_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,54,41,3,2,15846,YouGov,2012-10-04,2012-10-11,Likely Voters,770,Internet,Nonpartisan,None,26,2012_15846_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,51,40,10,NA,15691,Philadelphia Inquirer/National Research (R)/GSG (D),2012-10-04,2012-10-08,Likely Voters,604,Live Phone,Nonpartisan,None,29,2012_15691_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,56,39,4,2,15491,Rutgers-Eagleton,2012-09-27,2012-09-30,Likely Voters,645,Live Phone,Nonpartisan,None,37,2012_15491_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,52,37,10,1,15299,Monmouth University/Asbury Park Press,2012-09-19,2012-09-23,Likely Voters,613,Live Phone,Nonpartisan,None,44,2012_15299_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,52,40,4,3,15195,YouGov,2012-09-07,2012-09-14,Likely Voters,1040,Internet,Nonpartisan,None,53,2012_15195_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,51,37,12,NA,15075,Philadelphia Inquirer/National Research (R)/GSG (D),2012-09-09,2012-09-12,Likely Voters,600,Live Phone,Nonpartisan,None,55,2012_15075_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,52,38,9,1,15035,Fairleigh Dickinson,2012-09-06,2012-09-12,Likely Voters,706,Live Phone,Nonpartisan,None,55,2012_15035_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,51,44,4,1,14902,Quinnipiac,2012-08-27,2012-09-02,Likely Voters,1471,Live Phone,Nonpartisan,None,65,2012_14902_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,51,37,5,6,14821,Rutgers-Eagleton,2012-08-23,2012-08-25,Likely Voters,710,Live Phone,Nonpartisan,None,73,2012_14821_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,49,36,15,NA,14543,Fairleigh Dickinson,2012-07-23,2012-07-29,Registered Voters,945,Live Phone,Nonpartisan,None,100,2012_14543_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,50,42,6,1,14456,Monmouth University/Asbury Park Press,2012-07-18,2012-07-22,Likely Voters,535,Live Phone,Nonpartisan,None,107,2012_14456_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,49,38,11,2,14371,Quinnipiac,2012-07-09,2012-07-15,Registered Voters,1623,Live Phone,Nonpartisan,None,114,2012_14371_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,56,33,9,3,14088,Rutgers-Eagleton,2012-05-31,2012-06-04,Registered Voters,1065,Live Phone,Nonpartisan,None,155,2012_14088_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,49,39,10,2,13812,Quinnipiac,2012-05-09,2012-05-14,Registered Voters,1582,Live Phone,Nonpartisan,None,176,2012_13812_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,50,36,14,NA,13726,Fairleigh Dickinson,2012-04-30,2012-05-06,Registered Voters,797,Live Phone,Nonpartisan,None,184,2012_13726_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,49,40,9,2,13518,Quinnipiac,2012-04-03,2012-04-09,Registered Voters,1607,Live Phone,Nonpartisan,None,211,2012_13518_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,50,37,13,NA,13453,Fairleigh Dickinson,2012-03-05,2012-03-11,Registered Voters,800,Live Phone,Nonpartisan,None,240,2012_13453_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,49,39,7,1,13086,Quinnipiac,2012-02-21,2012-02-27,Registered Voters,1396,Live Phone,Nonpartisan,None,253,2012_13086_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,52,38,10,NA,13085,SurveyUSA,2012-02-24,2012-02-26,Registered Voters,533,IVR/Online,Nonpartisan,None,254,2012_13085_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,56,31,13,NA,13088,Rutgers-Eagleton,2012-02-09,2012-02-11,Registered Voters,914,Live Phone,Nonpartisan,None,269,2012_13088_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,48,38,9,2,12499,Quinnipiac,2012-01-10,2012-01-16,Registered Voters,1460,Live Phone,Nonpartisan,None,295,2012_12499_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,51,32,NA,NA,12575,Rutgers-Eagleton,2011-12-15,2011-12-18,Registered Voters,823,Live Phone,Nonpartisan,None,324,2012_12575_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,49,40,7,2,12131,Quinnipiac,2011-11-09,2011-11-14,Registered Voters,1788,Live Phone,Nonpartisan,None,358,2012_12131_new-jersey,NA,NA,NA,NA
2012-new-jersey-president-romney-vs-obama,2012,new-jersey,47,41,7,2,11959,Quinnipiac,2011-10-05,2011-10-10,Registered Voters,1186,Live Phone,Nonpartisan,None,393,2012_11959_new-jersey,NA,NA,NA,NA
2012-nebraska-president-romney-vs-obama,2012,nebraska,41,54,3,2,16457,We Ask America,2012-11-01,2012-11-01,Likely Voters,1178,Automated Phone,Nonpartisan,None,5,2012_16457_nebraska,NA,NA,NA,NA
2012-nebraska-president-romney-vs-obama,2012,nebraska,39,58,NA,NA,16324,Pharos Research Group,2012-10-26,2012-10-28,Likely Voters,761,Live Phone,Nonpartisan,None,9,2012_16324_nebraska,NA,NA,NA,NA
2012-nebraska-president-romney-vs-obama,2012,nebraska,38,52,NA,NA,16265,Wiese/Omaha World-Herald,2012-10-23,2012-10-25,Likely Voters,679,Live Phone,Nonpartisan,None,12,2012_16265_nebraska,NA,NA,NA,NA
2012-nebraska-president-romney-vs-obama,2012,nebraska,41,51,NA,NA,16248,Pharos Research Group,2012-10-19,2012-10-21,Likely Voters,783,Live Phone,Nonpartisan,None,16,2012_16248_nebraska,NA,NA,NA,NA
2012-nebraska-president-romney-vs-obama,2012,nebraska,39,53,6,2,15275,Wiese/Omaha World-Herald,2012-09-17,2012-09-20,Likely Voters,656,Live Phone,Nonpartisan,None,47,2012_15275_nebraska,NA,NA,NA,NA
2012-nebraska-president-romney-vs-obama,2012,nebraska,39,53,3,6,13833,Rasmussen,2012-05-16,2012-05-16,Likely Voters,500,Automated Phone,Nonpartisan,None,174,2012_13833_nebraska,NA,NA,NA,NA
2012-nebraska-president-romney-vs-obama,2012,nebraska,39,51,10,NA,13373,PPP (D),2012-03-22,2012-03-25,Likely Voters,1028,Automated Phone,Pollster,Dem,226,2012_13373_nebraska,NA,NA,NA,NA
2012-nebraska-president-romney-vs-obama,2012,nebraska,35,52,3,10,13452,Rasmussen,2012-03-05,2012-03-05,Likely Voters,500,Automated Phone,Nonpartisan,None,246,2012_13452_nebraska,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,45,52,3,NA,16561,PPP (D),2012-11-02,2012-11-03,Likely Voters,836,Automated Phone,Pollster,Dem,3,2012_16561_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,43,53,2,2,16553,The Lee Newspapers Poll/Mason-Dixon,2012-10-29,2012-10-31,Likely Voters,625,Live Phone,Nonpartisan,None,6,2012_16553_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,43,53,4,1,16552,Rasmussen,2012-10-29,2012-10-29,Likely Voters,500,Automated Phone,Nonpartisan,None,8,2012_16552_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,43,50,NA,NA,16326,Pharos Research Group,2012-10-26,2012-10-28,Likely Voters,799,Live Phone,Nonpartisan,None,9,2012_16326_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,41,48,NA,NA,16247,Pharos Research Group,2012-10-19,2012-10-21,Likely Voters,828,Live Phone,Nonpartisan,None,16,2012_16247_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,43,53,4,NA,15896,PPP (D-LCV),2012-10-15,2012-10-16,Likely Voters,806,Automated Phone,Sponsor,Dem,21,2012_15896_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,45,53,1,1,15867,Rasmussen,2012-10-14,2012-10-14,Likely Voters,500,Automated Phone,Nonpartisan,None,23,2012_15867_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,41,52,6,NA,15671,PPP (D),2012-10-08,2012-10-10,Likely Voters,737,Automated Phone,Pollster,Dem,27,2012_15671_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,35,49,10,6,15695,MSU-Billings,2012-09-27,2012-09-30,Adults,477,Live Phone,Nonpartisan,None,37,2012_15695_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,44,48,NA,NA,15591,Mellman (D-Montana JET PAC),2012-09-23,2012-09-26,Likely Voters,600,Live Phone,Sponsor,Dem,41,2012_15591_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,42,51,5,2,15263,The Lee Newspapers Poll/Mason-Dixon,2012-09-17,2012-09-19,Likely Voters,625,Live Phone,Nonpartisan,None,48,2012_15263_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,45,50,5,NA,14987,PPP (D),2012-09-10,2012-09-11,Likely Voters,656,Automated Phone,Pollster,Dem,56,2012_14987_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,38,55,4,4,14724,Rasmussen,2012-08-20,2012-08-20,Likely Voters,500,Automated Phone,Nonpartisan,None,78,2012_14724_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,42,51,2,5,14135,Rasmussen,2012-06-18,2012-06-18,Likely Voters,500,Automated Phone,Nonpartisan,None,141,2012_14135_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,44,51,1,3,13690,Rasmussen,2012-05-02,2012-05-02,Likely Voters,450,Automated Phone,Nonpartisan,None,188,2012_13690_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,43,48,9,NA,13673,PPP (D),2012-04-26,2012-04-29,Likely Voters,934,Automated Phone,Pollster,Dem,191,2012_13673_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,40,49,2,9,13431,Rasmussen,2012-04-02,2012-04-02,Likely Voters,500,Automated Phone,Nonpartisan,None,218,2012_13431_montana,NA,NA,NA,NA
2012-montana-president-romney-vs-obama,2012,montana,41,48,4,7,13144,Rasmussen,2012-02-22,2012-02-22,Likely Voters,500,Automated Phone,Nonpartisan,None,258,2012_13144_montana,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,57,37,4,1,16609,UMass Lowell/Herald,2012-10-31,2012-11-03,Likely Voters,800,Live Phone,Nonpartisan,None,3,2012_16609_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,57,37,3,3,16576,YouGov,2012-10-31,2012-11-03,Likely Voters,811,Internet,Nonpartisan,None,3,2012_16576_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,57,42,2,NA,16484,PPP (D),2012-11-01,2012-11-02,Likely Voters,1089,Automated Phone,Pollster,Dem,4,2012_16484_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,58,40,2,NA,16543,WNEU/MassLive.com,2012-10-26,2012-11-01,Likely Voters,535,Live Phone,Nonpartisan,None,5,2012_16543_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,63,31,3,2,16332,Suffolk,2012-10-25,2012-10-28,Likely Voters,600,Live Phone,Nonpartisan,None,9,2012_16332_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,52,38,NA,NA,16276,Boston Globe/UNH,2012-10-24,2012-10-28,Likely Voters,583,Live Phone,Nonpartisan,None,9,2012_16276_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,59,40,1,NA,16361,Rasmussen,2012-10-25,2012-10-25,Likely Voters,500,Automated Phone,Nonpartisan,None,12,2012_16361_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,56,36,7,2,16103,MassINC/WBUR,2012-10-21,2012-10-22,Likely Voters,516,Live Phone,Nonpartisan,None,15,2012_16103_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,55,39,6,NA,16034,Kimball Political Consulting (R),2012-10-18,2012-10-21,Likely Voters,761,Automated Phone,Pollster,Rep,16,2012_16034_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,57,39,NA,NA,15898,PPP (D-LCV),2012-10-15,2012-10-16,Likely Voters,709,Automated Phone,Sponsor,Dem,21,2012_15898_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,55,41,4,NA,15712,PPP (D),2012-10-09,2012-10-11,Likely Voters,1051,Automated Phone,Pollster,Dem,26,2012_15712_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,55,36,5,4,15854,YouGov,2012-10-04,2012-10-11,Likely Voters,669,Internet,Nonpartisan,None,26,2012_15854_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,57,42,1,NA,15831,Rasmussen,2012-10-10,2012-10-10,Likely Voters,500,Automated Phone,Nonpartisan,None,27,2012_15831_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,55,34,9,2,15638,UMass Amherst/YouGov,2012-10-02,2012-10-08,Likely Voters,437,Internet,Nonpartisan,None,29,2012_15638_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,52,36,10,2,15620,MassINC/WBUR,2012-10-05,2012-10-07,Likely Voters,501,Live Phone,Nonpartisan,None,30,2012_15620_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,60,34,7,NA,15510,Mass Insight/Opinion Dynamics,2012-09-25,2012-09-30,Registered Voters,405,Live Phone,Nonpartisan,None,37,2012_15510_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,57,30,11,2,15413,Boston Globe/UNH,2012-09-21,2012-09-27,Likely Voters,502,Live Phone,Nonpartisan,None,40,2012_15413_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,55,40,2,3,15329,Rasmussen,2012-09-24,2012-09-24,Likely Voters,500,Automated Phone,Nonpartisan,None,43,2012_15329_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,60,36,5,NA,15145,UMass Lowell/Herald,2012-09-13,2012-09-17,Likely Voters,497,Live Phone,Nonpartisan,None,50,2012_15145_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,57,39,4,NA,15111,PPP (D),2012-09-13,2012-09-16,Likely Voters,876,Automated Phone,Pollster,Dem,51,2012_15111_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,64,31,4,3,15092,Suffolk,2012-09-13,2012-09-16,Likely Voters,600,Live Phone,Nonpartisan,None,51,2012_15092_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,55,39,4,3,15222,YouGov,2012-09-07,2012-09-14,Likely Voters,825,Internet,Nonpartisan,None,53,2012_15222_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,60,38,3,NA,15101,WNEU/MassLive.com,2012-09-06,2012-09-13,Likely Voters,444,Live Phone,Nonpartisan,None,54,2012_15101_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,56,40,9,NA,14954,Kimball Political Consulting (R),2012-09-07,2012-09-09,Likely Voters,756,Automated Phone,Pollster,Rep,58,2012_14954_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,52,41,7,NA,14792,Kimball Political Consulting (R),2012-08-21,2012-08-21,Likely Voters,592,Automated Phone,Pollster,Rep,77,2012_14792_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,55,39,6,NA,14738,PPP (D),2012-08-16,2012-08-19,Likely Voters,1115,Automated Phone,Pollster,Dem,79,2012_14738_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,55,39,6,NA,14195,PPP (D),2012-06-22,2012-06-24,Likely Voters,902,Automated Phone,Pollster,Dem,135,2012_14195_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,56,34,9,NA,13986,WNEU/MassLive.com,2012-05-29,2012-05-31,Registered Voters,504,Live Phone,Nonpartisan,None,159,2012_13986_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,46,34,19,NA,13985,Boston Globe/UNH,2012-05-25,2012-05-31,Likely Voters,651,Live Phone,Nonpartisan,None,159,2012_13985_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,59,34,5,1,13887,Suffolk,2012-05-20,2012-05-22,Likely Voters,600,Live Phone,Nonpartisan,None,168,2012_13887_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,56,35,2,6,13718,Rasmussen,2012-05-07,2012-05-07,Likely Voters,500,Automated Phone,Nonpartisan,None,183,2012_13718_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,51,40,6,3,13505,Rasmussen,2012-04-09,2012-04-09,Likely Voters,500,Automated Phone,Nonpartisan,None,211,2012_13505_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,49,33,16,NA,13398,Boston Globe/UNH,2012-03-21,2012-03-27,Likely Voters,544,Live Phone,Nonpartisan,None,224,2012_13398_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,58,35,7,NA,13260,PPP (D),2012-03-16,2012-03-18,Registered Voters,936,Automated Phone,Pollster,Dem,233,2012_13260_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,60,36,4,NA,13112,WNEU,2012-02-23,2012-03-01,Registered Voters,527,Live Phone,Nonpartisan,None,250,2012_13112_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,55,38,3,4,13095,Rasmussen,2012-02-29,2012-02-29,Likely Voters,500,Automated Phone,Nonpartisan,None,251,2012_13095_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,53,39,6,2,12946,Suffolk,2012-02-11,2012-02-15,Registered Voters,600,Live Phone,Nonpartisan,None,265,2012_12946_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,55,34,7,1,12944,MassINC,2012-02-06,2012-02-09,Likely Voters,503,Live Phone,Nonpartisan,None,271,2012_12944_massachusetts,NA,NA,NA,NA
2012-massachusetts-president-romney-vs-obama,2012,massachusetts,53,35,NA,NA,13451,Mass Insight/Opinion Dynamics,2012-01-31,2012-02-04,Registered Voters,456,Live Phone,Nonpartisan,None,276,2012_13451_massachusetts,NA,NA,NA,NA
2012-maine-president-romney-vs-obama,2012,maine,53,42,3,2,16680,MPRC,2012-11-01,2012-11-03,Likely Voters,905,Automated Phone,Nonpartisan,None,3,2012_16680_maine,NA,NA,NA,NA
2012-maine-president-romney-vs-obama,2012,maine,55,42,2,NA,16486,PPP (D),2012-11-01,2012-11-02,Likely Voters,1633,Automated Phone,Pollster,Dem,4,2012_16486_maine,NA,NA,NA,NA
2012-maine-president-romney-vs-obama,2012,maine,49,42,6,2,16531,Critical Insights,2012-10-30,2012-10-31,Likely Voters,613,Live Phone,Nonpartisan,None,6,2012_16531_maine,NA,NA,NA,NA
2012-maine-president-romney-vs-obama,2012,maine,48,44,NA,NA,15791,NMB (R-American Crossroads),2012-10-07,2012-10-08,Likely Voters,500,Live Phone,Sponsor,Rep,29,2012_15791_maine,NA,NA,NA,NA
